,index,ID,INV_x,OT,ORD,CLA,TIN,concepta_x,CODEX 1,CODEX 2,CODEX 3,CODEX 4,CODEX 5,CODEX 6,CODEX 7,CODEX 8,CODEX 9,REGESTUM_x,LITTERAE_x,CONCEPTUM_x,DECLINATIO,MASC./FEM.,SING./PL.,IDX,CNS,FORMULA,PRAENOMEN,NOMEN,COGNOMEN,SUPERNOMINA,DUDOSOS,OBS,Unnamed: 0,INV_y,CODEX,concepta_y,REGESTUM_y,LITTERAE_y,CONCEPTUM_y,locR,locI,locA,threshold10,threshold20,threshold30,threshold40,threshold50,threshold60,threshold70,threshold80,threshold90
520,520,0,1545,1,,PRO,ATR,2,p/n,p/n,p/n,pn,pn,pn,pn,pn,pn,p,GRA,P,,,,Λυττιοϲ,Λυττιοϲ,,,,,,,"CIL, IV, 9790: Λύττιος (οίνος)/Μ. Π(ομπηίου) Tεύπωνοϲ",520,1545,NngPpg,2,p,GRA,P,1,18,180,36,34,27,17,10,7,5,3,2
521,521,0,1546,1,,NUL,ATR,2,p/n,p/n,p/n,pn,pn,pn,pn,pn,pn,n,GRA,N,N,M,S,Μ. Πομ. Tευπωνοϲ,Μ. · Π(ομ)(---) · Tευπωνοϲ,,Μ. ·,Π(ομ)(---) ·,Tευπωνοϲ,,,"CIL, IV, 9790: Λύττιος (οίνος)/Μ. Π(ομπηίου) Tεύπωνοϲ",521,1546,NngPpg,2,n,GRA,N,1,18,180,36,34,27,17,10,7,5,3,2
522,522,0,1546,1,,PRO,ATR,2,p/n,p/n,p/n,pn,pn,pn,pn,pn,pn,p,GRA,P,,,,Λυττιοϲ,Λυττιοϲ,,,,,,,"CIL, IV, 9790: Λύττιος (οίνος)/Μ. Π(ομπηίου) Tεύπωνοϲ",522,1546,NngPpg,2,p,GRA,P,1,18,180,36,34,27,17,10,7,5,3,2
523,523,0,1547,1,,NUL,ATR,2,p/n,p/n,p/n,pn,pn,pn,pn,pn,pn,n,GRA,N,N,M,S,Μ. Πομ. Tευπωνοϲ,Μ. · Π(ομ)(---) · Tευπωνοϲ,,Μ. ·,Π(ομ)(---) ·,Tευπωνοϲ,,,"CIL, IV, 9790: Λύττιος (οίνος)/Μ. Π(ομπηίου) Tεύπωνοϲ",523,1547,NngPpg,2,n,GRA,N,1,18,180,36,34,27,17,10,7,5,3,2
524,524,0,1547,1,,PRO,ATR,2,p/n,p/n,p/n,pn,pn,pn,pn,pn,pn,p,GRA,P,,,,Λυττιοϲ,Λυττιοϲ,,,,,,,"CIL, IV, 9790: Λύττιος (οίνος)/Μ. Π(ομπηίου) Tεύπωνοϲ",524,1547,NngPpg,2,p,GRA,P,1,18,180,36,34,27,17,10,7,5,3,2
525,525,0,1548,1,,NUL,ATR,2,p/n,p/n,p/n,pn,pn,pn,pn,pn,pn,n,GRA,N,N,M,S,Μ. Πομ. Tευπωνοϲ,Μ. · Π(ομ)(---) · Tευπωνοϲ,,Μ. ·,Π(ομ)(---) ·,Tευπωνοϲ,,,"CIL, IV, 9790: Λύττιος (οίνος)/Μ. Π(ομπηίου) Tεύπωνοϲ",525,1548,NngPpg,2,n,GRA,N,1,18,180,36,34,27,17,10,7,5,3,2
526,526,0,1548,1,,PRO,ATR,2,p/n,p/n,p/n,pn,pn,pn,pn,pn,pn,p,GRA,P,,,,Λυττιοϲ,Λυττιοϲ,,,,,,,"CIL, IV, 9790: Λύττιος (οίνος)/Μ. Π(ομπηίου) Tεύπωνοϲ",526,1548,NngPpg,2,p,GRA,P,1,18,180,36,34,27,17,10,7,5,3,2
527,527,0,1549,1,,NUL,ATR,2,i/n,i/n,i/n,in,in,in,n,n,n,n,GRA,N,N,M,S,Μ. Πομ. Tευπωνοϲ,Μ. · Π(ομ)(---) · Tευπωνοϲ,,Μ. ·,Π(ομ)(---) ·,Tευπωνοϲ,,,"CIL, IV, 9790: [λ]ύττι[ος] (οίνος)/Μ. Π. Tεύπωνοϲ",527,1549,IigNng,2,n,GRA,N,1,18,180,38,36,29,18,11,7,5,3,2
528,528,0,1549,1,,PRO,ATR,2,i/n,i/n,i/n,in,in,in,n,n,n,i,GRA,P,,,,Λυττιοϲ,[Λ]υττι[οϲ],,,,,,,"CIL, IV, 9790: Λύττιος (οίνος)/Μ. Π(ομπηίου) Tεύπωνοϲ",528,1549,IigNng,2,i,GRA,P,1,18,180,38,36,29,18,11,7,5,3,2
529,529,0,1550,1,,NUL,ATR,3,p/n/i,p/n/x?,p/n/x,pni,pnx?,pnx,pn,pnx?,pnx,n,GRA,N,N,M,S,Μ. Πομ. Tευπωνοϲ,Μ. · Π(ομ)(---) / Tευπωνοϲ,,Μ. ·,Π(ομ)(---) /,Tευπωνοϲ,,,\N,529,1550,NngPpgXxg,3,n,GRA,N,1,18,180,51,49,41,26,16,10,7,5,4
530,530,0,1550,1,,NUL,ATR,3,p/n/i,p/n/x?,p/n/x,pni,pnx?,pnx,pn,pnx?,pnx,i,GRA,NUM?,,,,ΙΕ {15},ΙΕ,,,,ΙΕ,,,"CIL, IV, 9790: sub manubrio colore nigro praebet. (Notae numerales?).",530,1550,NngPpgXxg,3,i,GRA,NUM?,1,18,180,51,49,41,26,16,10,7,5,4
531,531,0,1550,1,,PRO,ATR,3,p/n/i,p/n/x?,p/n/x,pni,pnx?,pnx,pn,pnx?,pnx,p,GRA,P,,,,Λυττιοϲ,Λυτ[τιοϲ],,,,,,,"CIL, IV, 9790: Λύττιος (οίνος)/Μ. Π(ομπηίου) Tεύπωνοϲ",531,1550,NngPpgXxg,3,p,GRA,P,1,18,180,51,49,41,26,16,10,7,5,4
532,532,0,1551,1,,NUL,ATR,2,i/n/=,i/n/=,i/n/=,in,in,in,n,n,n,n,GRA,N,N,M,S,Μ. Πομ. Tευπωνοϲ,Μ. · Π(ομ)(---) / Tευπωνοϲ,,Μ. ·,Π(ομ)(---) /,Tευπωνοϲ,,,\N,532,1551,IigNng,2,n,GRA,N,1,18,180,38,36,29,18,11,7,5,3,2
533,533,0,1551,1,,PRO,ATR,2,i/n/=,i/n/=,i/n/=,in,in,in,n,n,n,p,GRA,P,,,,Λυττιοϲ,Λυτ[τιοϲ],,,,,,,"CIL, IV, 9790: Λύττιος (οίνος)/Μ. Π(ομπηίου) Tεύπωνοϲ",533,1551,IigNng,2,p,GRA,P,1,18,180,38,36,29,18,11,7,5,3,2
534,534,0,1552,1,,NUL,ATR,3,i/n/=/i,i/n/=/i,i/n/=/i,ini,ini,ini,n,n,n,n,GRA,N,N,M,S,Μ. Πομ. Tευπωνοϲ,Μ. · Π(ομ)(---) / Tευπωνοϲ,,Μ. ·,Π(ομ)(---) /,Tευπωνοϲ,,,\N,534,1552,IigIigNng,3,n,GRA,N,1,18,1815,54,52,43,27,17,11,8,5,4
535,535,0,1552,1,,NUL,ATR,3,i/n/=/i,i/n/=/i,i/n/=/i,ini,ini,ini,n,n,n,i,GRA,I,,,,κμ,κμ,,,,κμ,,,\N,535,1552,IigIigNng,3,i,GRA,I,1,18,1815,54,52,43,27,17,11,8,5,4
536,536,0,1552,1,,PRO,ATR,3,i/n/=/i,i/n/=/i,i/n/=/i,ini,ini,ini,n,n,n,p,GRA,P,,,,Λυττιοϲ,Λυττι[οϲ],,,,,,,"CIL, IV, 9790: Λύττιος (οίνος)/Μ. Π(ομπηίου) Tεύπωνοϲ",536,1552,IigIigNng,3,p,GRA,P,1,18,1815,54,52,43,27,17,11,8,5,4
537,537,0,1553,0,,NUL,ATR,1,n,n,n,n,n,n,n,n,n,n,GRA,N,N,M,S,Μ. Πομ. Tευπωνοϲ,Μ. · Π(ομ)(---) [· Tευπωνοϲ],,Μ. ·,Π(ομ)(---) [·,Tευπωνοϲ],,,"CIL, IV, 9792: pertinentue ad M. Pompeium Teuponem?",537,1553,Nng,1,n,GRA,N,1,18,180,13,13,9,7,5,4,4,3,2
538,538,0,1554,0,,NUL,ATR,1,n,n,n,n,n,n,n,n,n,n,GRA,N,,M,,Φ. Ματυρου Ϲυ.,Φ. Μ[α]τυρο[υ] Ϲυ(---),,Φ.,Μ[α]τυρο[υ],Ϲυ(---),,,"CIL, IV, 9793: Φ ματυρου συ (?) vel ψ (?)  μυ (?) τυγοι σι (?). Fortasse nomina F(lavi) Maturi et nota numeralis.",538,1554,Nng,1,n,GRA,N,2,24,247,13,13,9,7,5,4,4,3,2
539,539,0,1569,0,,NUL,ATR,1,n,n,n,n,n,n,n,n,n,n,GRA,N,G,M,S,Κ. Πολυδουρου,Κ. Πολυδο(υ)ρ(!)ου,,,Κ.,Πολυδο(υ)ρ(!)ου,,,"CIL, IV, 9806: Κ. Πολυδόρου, nisi potius cum 6427-6429 Πολυδόχου scribendum sit.",539,1569,Nng,1,n,GRA,N,1,110,1101,13,13,9,7,5,4,4,3,2
540,540,0,1572,1,,NUL,NIG,3,S/i/i,S/i/x?,S/i/x,Sii,Six?,Six,S,Sx?,Sx,S,\N,S,,,,Ɔ,Ɔ,signum,,,,,,"CIL, IV, 9809: colore nigro. Nota numeralis?",540,1572,SSSIigXxg,3,S,\N,S,1,18,180,58,56,47,30,18,11,8,5,4
541,541,0,1572,1,,NUL,NIG,3,S/i/i,S/i/x?,S/i/x,Sii,Six?,Six,S,Sx?,Sx,i,GRA,NUM?,,,,ΜΕ {45},Μ^Ε,,,,ΜΕ,,,"CIL, IV, 9809: colore nigro.",541,1572,SSSIigXxg,3,i,GRA,NUM?,1,18,180,58,56,47,30,18,11,8,5,4
542,542,0,1572,1,,NUL,NIG,3,S/i/i,S/i/x?,S/i/x,Sii,Six?,Six,S,Sx?,Sx,i,GRA,I,,,,ρου,ρου,,,,ρου,,,"CIL, IV, 9809: colore nigro.",542,1572,SSSIigXxg,3,i,GRA,I,1,18,180,58,56,47,30,18,11,8,5,4
543,543,0,1574,1,,NUL,NIG,2,n/n,n/n,n/n,nn,nn,nn,nn,nn,nn,n,GRA,N,N,F,S,Δωρα,Δωρ[α],,,,Δωρ[α],,,"CIL, IV, 9811: colore nigro. Cf. 2725. 2849. 6546-6550. 7006. 9812.",543,1574,NngNng,2,n,GRA,N,1,17,171,35,33,26,16,10,7,5,3,2
544,544,0,1574,1,,NUL,NIG,2,n/n,n/n,n/n,nn,nn,nn,nn,nn,nn,n,GRA,N,N,F,S,Ϲεραπίϲ,Ϲεραπιϲ,,,,Ϲεραπιϲ,,,"CIL, IV, 9811: colore nigro. Cf. 2725. 2849. 6546-6550. 7006. 9812. [DANIEL MARTIN-ARROYO]: consultado en LGPN. Dos testimonios en Puteoli y Misenum respectivamente.",544,1574,NngNng,2,n,GRA,N,1,17,171,35,33,26,16,10,7,5,3,2
545,545,0,1587,1,,NUL,NIG,2,n/i,n/n?,n/n,ni,nn?,nn,n,nn?,nn,n,GRA,N,,M,,Λ. Κα. && Λ. Κα. Τρα.,Λ. Κα. && Λ. Κα(---) / Τρα(---),,Λ.,Λ. && Κα(---),Κα(---),,Λ. Κα. && Λ. Κα(---) / Τρα(---),"CIL, IV, 10399: colore nigro eadem manu scriptum videtur qua inscriptiones 10399a y 10434 scriptae sunt. Ἄ. (Οὐέττιος) Κα/πρά(σιος) (Φῆλιξ) (?). Cf. inscriptiones 7113. 10399a. 10434. 10437b. 10438b.",545,1587,NngNng,2,n,GRA,N,1,19,1912,35,33,26,16,10,7,5,3,2
546,546,0,1587,1,,NUL,NIG,2,n/i,n/n?,n/n,ni,nn?,nn,n,nn?,nn,i,GRA,N?,,,,Τρα.,Τρα(---),,,,Τρα(---),,,"CIL, IV, 10399: colore nigro eadem manu scriptum videtur qua inscriptiones 10399a y 10434 scriptae sunt. Ἄ. (Οὐέττιος) Κα/πρά(σιος) (Φῆλιξ) (?). Cf. inscriptiones 7113. 10399a. 10434. 10437b. 10438b.",546,1587,NngNng,2,i,GRA,N?,1,19,1912,35,33,26,16,10,7,5,3,2
547,547,0,1588,1,,NUL,NIG,2,n/i,n/n?,n/n,ni,nn?,nn,n,nn?,nn,n,GRA,N,,M,,Λ. Κα. && Λ. Κα. Τρα.,Λ. Κα. && Λ. Κα(---) / Τρα(---),,Λ.,Λ. && Κα(---),Κα(---),,,"CIL, IV, 10399a: colore nigro eadem manu scriptum videtur qua inscriptiones 10399 y 10434 scriptae sunt. Ἄ. (Οὐέττιος) Κα/πρά(σιος) (Φῆλιξ) (?). Cf. inscriptiones 7113. 10399a. 10434. 10437b. 10438b.",547,1588,NngNng,2,n,GRA,N,1,19,1912,35,33,26,16,10,7,5,3,2
548,548,0,1588,1,,NUL,NIG,2,n/i,n/n?,n/n,ni,nn?,nn,n,nn?,nn,i,GRA,N?,,,,Τρα.,Τρα(---),,,,Τρα(---),,,"CIL, IV, 10399a: colore nigro eadem manu scriptum videtur qua inscriptiones 10399 y 10434 scriptae sunt. Ἄ. (Οὐέττιος) Κα/πρά(σιος) (Φῆλιξ) (?). Cf. inscriptiones 7113. 10399a. 10434. 10437b. 10438b.",548,1588,NngNng,2,i,GRA,N?,1,19,1912,35,33,26,16,10,7,5,3,2
549,549,0,1589,1,,NUL,NIG,2,i/i,n?/x?,n/x,ii,n?x?,nx,,n?x?,nx,i,GRA,N?,,,,Ακ.,Ακ(---),,,,Ακ(---),,,"CIL, IV, 10400: colore nigro.",549,1589,NngXxg,2,i,GRA,N?,2,24,247,37,35,28,17,10,7,5,3,2
550,550,0,1589,1,,NUL,NIG,2,i/i,n?/x?,n/x,ii,n?x?,nx,,n?x?,nx,i,GRA,NUM?,,,,Ερ.,Ερ(---),,,,Ερ(---),,,"CIL, IV, 10400: colore nigro.",550,1589,NngXxg,2,i,GRA,NUM?,2,24,247,37,35,28,17,10,7,5,3,2
551,551,0,1590,0,,NUL,NIG,1,n,n,n,n,n,n,n,n,n,n,GRA,N,,M,,Γ. · Δ. · Π...δι,Γ. · Δ. · Π[---]δι,,Γ. ·,Δ. ·,Π[---]δι,,,"CIL, IV, 10401: colore nigro.  Fortasse Γ. Ἀπ. Δι. intellegendum est.",551,1590,Nng,1,n,GRA,N,1,19,1912,13,13,9,7,5,4,4,3,2
552,552,0,1597,1,,NUL,NIG,3,N/I&i,N/N?&i,N/N&i,NIi,NN?i,NNi,N,NN?,NN,N,LAT,N,,M,,M. M. S.,M. M. S.,,M.,M.,S.,,,"CIL, IV, 10407: colore nigro. M. M. S.(?). legitur v. 1.",552,1597,NNlNNlIig,3,N,LAT,N,1,19,1912,81,79,70,43,25,16,10,6,5
553,553,0,1597,1,,NUL,NIG,3,N/I&i,N/N?&i,N/N&i,NIi,NN?i,NNi,N,NN?,NN,I,LAT,N?,,,,Serra.,Serra(---),,,,,,Serra(---) τηοχνος(!),"CIL, IV, 10407: colore nigro. Quae v. 2 scripta sunt, non intellego.",553,1597,NNlNNlIig,3,I,LAT,N?,1,19,1912,81,79,70,43,25,16,10,6,5
554,554,0,1597,1,,NUL,INC,3,N/I&i,N/N?&i,N/N&i,NIi,NN?i,NNi,N,NN?,NN,i,GRA,I,,,,τηοχνος,τηοχνος(!),,,,τηοχνος(!),,,,554,1597,NNlNNlIig,3,i,GRA,I,1,19,1912,81,79,70,43,25,16,10,6,5
555,555,0,1598,1,,NUL,NIG,2,n&i,n&x?,n&x,ni,nx?,nx,n,nx?,nx,i,GRA,NUM?,,,,Α {1},Α,a(nnorum),,,Α,,,"CIL, IV, 10408: colore nigro. Non expedivi.",555,1598,NngXxg,2,i,GRA,NUM?,2,21,219,37,35,28,17,10,7,5,3,2
556,556,0,1598,1,,NUL,NIG,2,n&i,n&x?,n&x,ni,nx?,nx,n,nx?,nx,n,GRA,N,N,F,S,Γαια,Γα(!)ια,,,,Γαια,,,"CIL, IV, 10408: colore nigro. Littera secunda θ esse videtur. Non expedivi.",556,1598,NngXxg,2,n,GRA,N,2,21,219,37,35,28,17,10,7,5,3,2
557,557,0,1603,0,,NUL,NIG,1,i,i,i,i,i,i,,,,i,GRA,I,,,,δοννου,δοννου',,,,δοννου,,,"CIL, IV, 10413:colore nigro. Δόννου. Idem nomen in amphorarum inscriptionibus 6349 sq. legitur, quarum prior eadem manu scripta videtur ac haec. Invenitur etiam in inscriptionibus duabus, quae sequuntur.",557,1603,Iig,1,i,GRA,I,1,19,1912,15,15,11,8,5,4,4,3,2
558,558,0,1604,1,,NUL,NIG,2,i/n,i/n,i/n,in,in,in,n,n,n,n,GRA,N,G,M,P,Βαθεων,Β'α'θ'ε'ων,,,,Βαθεων,,,"CIL, IV, 10414: colore nigro.",558,1604,IigNng,2,n,GRA,N,1,19,1912,38,36,29,18,11,7,5,3,2
559,559,0,1604,1,,NUL,NIG,2,i/n,i/n,i/n,in,in,in,n,n,n,i,GRA,I,,,,δοννου,δοννου',,,,δοννου,,,"CIL, IV, 10414: colore nigro. Cf. inscriptionem praecedentem et, quae ibi adnotavit [CIL, IV, 10413:colore nigro. Δόννου. Idem nomen in amphorarum inscriptionibus 6349 sq. legitur, quarum prior eadem manu scripta videtur ac haec. Invenitur etiam in inscriptionibus duabus, quae sequuntur].",559,1604,IigNng,2,i,GRA,I,1,19,1912,38,36,29,18,11,7,5,3,2
560,560,0,1605,1,,NUL,NIG,3,i/i/X,i/i/X,i/i/X,iiX,iiX,iiX,X,X,X,X,LAT,NUM,,,,CXCI {191},CXCI,,,,,,,"CIL, IV, 10415: cuius inscriptionis inter litteras primam et secundam colore nigro.",560,1605,XXlIigIig,3,X,LAT,NUM,1,19,1912,56,54,45,28,18,11,8,5,4
561,561,0,1605,1,,NUL,INC,3,i/i/X,i/i/X,i/i/X,iiX,iiX,iiX,X,X,X,i,GRA,I,,,,δοννου,δοννο(υ),,,,δοννο(υ),,,"CIL, IV, 10415: cuius inscriptionis inter litteras primam et secundam colore nigro. Cf. inscriptionem 10413 et, quae ibi adnotavit [CIL, IV, 10413:colore nigro. Δόννου. Idem nomen in amphorarum inscriptionibus 6349 sq. legitur, quarum prior eadem manu scripta videtur ac haec. Invenitur etiam in inscriptionibus duabus, quae sequuntur]. Inscritionis b linea altera legitur in inscriptionem 6349 sq.",561,1605,XXlIigIig,3,i,GRA,I,1,19,1912,56,54,45,28,18,11,8,5,4
562,562,0,1605,1,,NUL,INC,3,i/i/X,i/i/X,i/i/X,iiX,iiX,iiX,X,X,X,i,GRA,I,,,,ϲθια,ϲθια,,,,ϲθια,,,"CIL, IV, 10415: litteris magnis gypso subrubro. Non intelligo.",562,1605,XXlIigIig,3,i,GRA,I,1,19,1912,56,54,45,28,18,11,8,5,4
563,563,0,1607,1,,NUL,NIG,3,i/i//i,n?/n?//x?,n/n//x,iii,n?n?x?,nnx,,n?n?x?,nnx,i,GRA,N?,,,,Δρυ.,Δρυ(---),,,,Δρυ(---),,,"CIL, IV, 10417: colore nigro. Cf. inscriptiones 6376. 10418. 10422.",563,1607,NngNngXxg,3,i,GRA,N?,1,19,1912,60,58,49,31,19,12,9,5,4
564,564,0,1607,1,,NUL,NIG,3,i/i//i,n?/n?//x?,n/n//x,iii,n?n?x?,nnx,,n?n?x?,nnx,i,GRA,N?,,,,Κρα.,Κρα(---),,,,Κρα(---),,,"CIL, IV, 10417: colore nigro. Cf. inscriptiones 6376. 10418. 10422.",564,1607,NngNngXxg,3,i,GRA,N?,1,19,1912,60,58,49,31,19,12,9,5,4
565,565,0,1607,1,,NUL,NIG,3,i/i//i,n?/n?//x?,n/n//x,iii,n?n?x?,nnx,,n?n?x?,nnx,i,GRA,NUM?,,,,Ϝ {6},Ϝ,,,,Ϝ,,,"CIL, IV, 10417: colore nigro. In altero latere.",565,1607,NngNngXxg,3,i,GRA,NUM?,1,19,1912,60,58,49,31,19,12,9,5,4
566,566,0,1608,1,,NUL,NIG,2,i/i,n?/x?,n/x,ii,n?x?,nx,,n?x?,nx,i,GRA,N?,,,,Δρυ.,Δρυ(---),,,,Δρυ(---),,,"CIL, IV, 10418: colore nigro. Δρύ/σα(?). Cf. inscriptionem 10417a et, quae ibi adnotavi [Cf. inscriptiones 6376. 10418. 10422].",566,1608,NngXxg,2,i,GRA,N?,1,19,199,37,35,28,17,10,7,5,3,2
567,567,0,1608,1,,NUL,NIG,2,i/i,n?/x?,n/x,ii,n?x?,nx,,n?x?,nx,i,GRA,NUM?,,,,ϹΑ {201} && Ϲα.,ϹΑ && Ϲα(---),,,,Ϲα(---),,,"CIL, IV, 10418: colore nigro. Δρύ/σα(?). Cf. inscriptionem 10417a et, quae ibi adnotavi [Cf. inscriptiones 6376. 10418. 10422].",567,1608,NngXxg,2,i,GRA,NUM?,1,19,199,37,35,28,17,10,7,5,3,2
568,568,0,1610,0,,NUL,INC,1,i,n?,n,i,n?,n,,n?,n,i,GRA,N?,,,,ερωτοϲ,ε'ρ'ωτοϲ,,,,ερωτοϲ,,,\N,568,1610,Nng,1,i,GRA,N?,2,24,242,13,13,9,7,5,4,4,3,2
569,569,0,1617,1,,NUL,NIG,2,i/i,x?/x?,x/x,ii,x?x?,xx,,x?x?,xx,i,GRA,NUM?,,,,BI {12},BI,,,,BI,,,"CIL, IV, 10425: colore nigro.",569,1617,XxgXxg,2,i,GRA,NUM?,2,26,266,27,25,19,13,8,5,5,3,2
570,570,0,1617,1,,NUL,NIG,2,i/i,x?/x?,x/x,ii,x?x?,xx,,x?x?,xx,i,GRA,NUM?,,,,ΘΥ {409},ΘΥ,,,,ΘΥ,,,"CIL, IV, 10425: colore nigro.",570,1617,XxgXxg,2,i,GRA,NUM?,2,26,266,27,25,19,13,8,5,5,3,2
571,571,0,1618,1,,NUL,NIG,2,i/i,x?/x?,x/x,ii,x?x?,xx,,x?x?,xx,i,GRA,NUM?,,,,BI {12},BI,,,,BI,,,"CIL, IV, 10426: colore nigro.",571,1618,XxgXxg,2,i,GRA,NUM?,2,21,2111,27,25,19,13,8,5,5,3,2
572,572,0,1618,1,,NUL,NIG,2,i/i,x?/x?,x/x,ii,x?x?,xx,,x?x?,xx,i,GRA,NUM?,,,,ΘΥ {409},ΘΥ,,,,ΘΥ,,,"CIL, IV, 10426: colore nigro.",572,1618,XxgXxg,2,i,GRA,NUM?,2,21,2111,27,25,19,13,8,5,5,3,2
573,573,0,1619,1,,NUL,NIG,2,i/i,x?/x?,x/x,ii,x?x?,xx,,x?x?,xx,i,GRA,NUM?,,,,BI {12},B'I,,,,BI,,,"CIL, IV, 10427: colore nigro.",573,1619,XxgXxg,2,i,GRA,NUM?,2,21,219,27,25,19,13,8,5,5,3,2
574,574,0,1619,1,,NUL,NIG,2,i/i,x?/x?,x/x,ii,x?x?,xx,,x?x?,xx,i,GRA,NUM?,,,,ΘΥ {409},ΘΥ,,,,ΘΥ,,,"CIL, IV, 10427: colore nigro.",574,1619,XxgXxg,2,i,GRA,NUM?,2,21,219,27,25,19,13,8,5,5,3,2
575,575,0,1620,1,,NUL,NIG,2,i/i,x?/x?,x/x,ii,x?x?,xx,,x?x?,xx,i,GRA,NUM?,,,,BI {12},BI,,,,BI,,,"CIL, IV, 10428: colore nigro.",575,1620,XxgXxg,2,i,GRA,NUM?,2,211,2112,27,25,19,13,8,5,5,3,2
576,576,0,1620,1,,NUL,NIG,2,i/i,x?/x?,x/x,ii,x?x?,xx,,x?x?,xx,i,GRA,NUM?,,,,ΘΥ {409},ΘΥ,,,,ΘΥ,,,"CIL, IV, 10428: colore nigro.",576,1620,XxgXxg,2,i,GRA,NUM?,2,211,2112,27,25,19,13,8,5,5,3,2
577,577,0,1621,1,,NUL,NIG,2,i/i,x?/x?,x/x,ii,x?x?,xx,,x?x?,xx,i,GRA,NUM?,,,,BI {12},BI,,,,BI,,,"CIL, IV, 10429: colore nigro.",577,1621,XxgXxg,2,i,GRA,NUM?,2,26,264,27,25,19,13,8,5,5,3,2
578,578,0,1621,1,,NUL,NIG,2,i/i,x?/x?,x/x,ii,x?x?,xx,,x?x?,xx,i,GRA,NUM?,,,,ΘΥ {409},ΘΥ,,,,ΘΥ,,,"CIL, IV, 10429: colore nigro.",578,1621,XxgXxg,2,i,GRA,NUM?,2,26,264,27,25,19,13,8,5,5,3,2
579,579,0,1623,1,,NUL,NIG,2,i/i,x?/x?,x/x,ii,x?x?,xx,,x?x?,xx,i,GRA,NUM?,,,,BI {12},B'I,,,,B'I,,,"CIL, IV, 10431: colore nigro.",579,1623,XxgXxg,2,i,GRA,NUM?,1,19,199,27,25,19,13,8,5,5,3,2
580,580,0,1623,1,,NUL,NIG,2,i/i,x?/x?,x/x,ii,x?x?,xx,,x?x?,xx,i,GRA,NUM?,,,,ΘΥ {409},ΘΥ,,,,ΘΥ,,,"CIL, IV, 10431: colore nigro.",580,1623,XxgXxg,2,i,GRA,NUM?,1,19,199,27,25,19,13,8,5,5,3,2
581,581,0,1624,1,,NUL,NIG,2,i/i,x?/x?,x/x,ii,x?x?,xx,,x?x?,xx,i,GRA,NUM?,,,,Γ {3},Γ,,,,Γ,,,"CIL, IV, 10432: colore nigro.",581,1624,XxgXxg,2,i,GRA,NUM?,2,21,2111,27,25,19,13,8,5,5,3,2
582,582,0,1624,1,,NUL,NIG,2,i/i,x?/x?,x/x,ii,x?x?,xx,,x?x?,xx,i,GRA,NUM?,,,,ΘΥ {409},Θ'Υ,,,,ΘΥ,,,"CIL, IV, 10432: colore nigro.",582,1624,XxgXxg,2,i,GRA,NUM?,2,21,2111,27,25,19,13,8,5,5,3,2
583,583,0,1629,0,,NUL,NIG,1,n,n,n,n,n,n,n,n,n,n,GRA,N,N?,M,S?,Τι. Κ. αναυκαϲ,Τι. Κ(---) / αναυκαϲ,,Τι.,Κ(---) /,Αναυκαϲ,,,"CIL, IV, 10436: colore nigro. Τι. Κ(λαυδίου) / Αναυκας (?). Cf. amphorae inscriptinem 6992.",583,1629,Nng,1,n,GRA,N,2,211,2112,13,13,9,7,5,4,4,3,2
584,584,0,1630,1,,NUL,NIG,2,n/n,n/n,n/n,nn,nn,nn,nn,nn,nn,n,GRA,N,N,F,S,Ἄκα && Ακα.,Ακα && Ακα(---),,,,Ακα && Ακα(---),,,"CIL, IV, 10437: colore nigro. Sub ansa. Cf. inscriptionem 10399 et, quae ibi adnotavi [Cf. inscriptiones 7113. 10399a. 10434. 10437b. 10438b].",584,1630,NngNng,2,n,GRA,N,1,19,1912,35,33,26,16,10,7,5,3,2
585,585,0,1630,1,,NUL,NIG,2,n/n,n/n,n/n,nn,nn,nn,nn,nn,nn,n,GRA,N,D,M,S,Τι. Κ. Ανικητω && Ανεικητω,Τι. Κ. / Αν{ε}ικητω,,Τι.,Κ. /,Αν{ε}ικητω,,,"CIL, IV, 10437: colore nigro. Τι. Κ(λαυδίου) / Ἀνεικήτω(ι).",585,1630,NngNng,2,n,GRA,N,1,19,1912,35,33,26,16,10,7,5,3,2
586,586,0,1631,1,,NUL,NIG,2,n/=/n,n/=/n,n/=/n,nn,nn,nn,nn,nn,nn,n,GRA,N,N,F,S,Ἄκα && Ακα.,Ακα && Ακα(---),,,,Ακα && Ακα(---),,,"CIL, IV, 10438: colore nigro evanido. Sub ansa. Cf. inscriptionem 10399 et, quae ibi adnotavi [Cf. inscriptiones 7113. 10399a. 10434. 10437b. 10438b].",586,1631,NngNng,2,n,GRA,N,1,19,1912,35,33,26,16,10,7,5,3,2
587,587,0,1631,1,,NUL,NIG,2,n/=/n,n/=/n,n/=/n,nn,nn,nn,nn,nn,nn,n,GRA,N,N,M,S,Τι. Κ. Αντιμω,Τ'ι'. · Κ'. / Αντιμ{ι}ω,,Τι. ·,Κ. /,Αντιμιω,,,"CIL, IV, 10438: colore nigro evanido. Τι. Κ(λαυδίοω?) / Ἀντιμίω(ι) (?).",587,1631,NngNng,2,n,GRA,N,1,19,1912,35,33,26,16,10,7,5,3,2
